player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
Brad Mills,BRAD.MILLS,8473927,1983-05-03,28.0,C,F,R,N.J,20112012,R,27.0,193.78,7.18,11.73,0.0,0.0,1.0,1.0,18.0,26.0,32.0
Brad Richards,BRAD.RICHARDS,8467389,1980-05-02,31.0,C,F,L,NYR,20112012,R,82.0,1661.75,20.27,33.25,25.0,21.0,20.0,66.0,229.0,324.0,428.0
Brad Richardson,BRAD.RICHARDSON,8470755,1985-02-04,26.0,R,F,L,L.A,20112012,R,59.0,758.78,12.86,20.96,5.0,2.0,1.0,8.0,98.0,138.0,187.0
Brad Staubitz,BRAD.STAUBITZ,8471521,1984-07-28,27.0,R,F,R,MIN,20112012,R,43.0,279.72,6.51,10.59,0.0,0.0,0.0,0.0,17.0,25.0,32.0
Brad Staubitz,BRAD.STAUBITZ,8471521,1984-07-28,27.0,R,F,R,MTL,20112012,R,19.0,124.62,6.56,10.6,1.0,0.0,0.0,1.0,10.0,16.0,23.0
Brad Stuart,BRAD.STUART,8467331,1979-11-06,31.0,D,D,L,DET,20112012,R,81.0,1705.43,21.05,34.53,6.0,6.0,9.0,21.0,96.0,140.0,210.0
Brad Winchester,BRAD.WINCHESTER,8468515,1981-03-01,30.0,L,F,L,S.J,20112012,R,67.0,523.1,7.81,12.78,6.0,3.0,1.0,10.0,72.0,90.0,111.0
Brandon Bollig,BRANDON.BOLLIG,8475650,1987-01-31,24.0,L,F,L,CHI,20112012,R,18.0,106.02,5.89,9.49,0.0,0.0,0.0,0.0,16.0,19.0,26.0
Brandon Dubinsky,BRANDON.DUBINSKY,8471273,1986-04-29,25.0,C,F,L,NYR,20112012,R,77.0,1253.02,16.27,26.67,10.0,14.0,10.0,34.0,140.0,198.0,256.0
Brandon Manning,BRANDON.MANNING,8475430,1990-06-04,21.0,D,D,L,PHI,20112012,R,4.0,54.9,13.72,21.96,0.0,0.0,0.0,0.0,6.0,6.0,7.0
Brandon McMillan,BRANDON.MCMILLAN,8474646,1990-03-22,21.0,C,F,L,ANA,20112012,R,25.0,280.4,11.22,18.42,0.0,1.0,3.0,4.0,26.0,32.0,36.0
Brandon Pirri,BRANDON.PIRRI,8475204,1991-04-10,20.0,C,F,L,CHI,20112012,R,5.0,67.58,13.52,22.53,0.0,0.0,2.0,2.0,5.0,7.0,12.0
Brandon Prust,BRANDON.PRUST,8471283,1984-03-16,27.0,L,F,L,NYR,20112012,R,82.0,979.37,11.94,19.59,5.0,7.0,5.0,17.0,68.0,90.0,108.0
Brandon Saad,BRANDON.SAAD,8476438,1992-10-27,18.0,L,F,L,CHI,20112012,R,2.0,28.03,14.02,23.36,0.0,0.0,0.0,0.0,3.0,4.0,4.0
Brandon Segal,BRANDON.SEGAL,8469755,1983-07-12,28.0,R,F,R,T.B,20112012,R,10.0,65.83,6.58,10.83,0.0,0.0,0.0,0.0,8.0,10.0,11.0
Brandon Sutter,BRANDON.SUTTER,8474091,1989-02-14,22.0,C,F,R,CAR,20112012,R,82.0,1426.63,17.4,28.6,17.0,12.0,3.0,32.0,171.0,232.0,293.0
Brandon Yip,BRANDON.YIP,8471450,1985-04-25,26.0,R,F,R,COL,20112012,R,10.0,99.18,9.92,16.38,0.0,0.0,0.0,0.0,12.0,16.0,18.0
Brandon Yip,BRANDON.YIP,8471450,1985-04-25,26.0,R,F,R,NSH,20112012,R,25.0,274.55,10.98,18.0,3.0,3.0,1.0,7.0,29.0,39.0,47.0
Brayden McNabb,BRAYDEN.MCNABB,8475188,1991-01-21,20.0,D,D,L,BUF,20112012,R,25.0,445.97,17.84,29.24,1.0,2.0,5.0,8.0,23.0,33.0,52.0
Brayden Schenn,BRAYDEN.SCHENN,8475170,1991-08-22,20.0,C,F,L,PHI,20112012,R,54.0,762.72,14.12,23.09,12.0,3.0,3.0,18.0,97.0,130.0,173.0
Braydon Coburn,BRAYDON.COBURN,8470601,1985-02-27,26.0,D,D,L,PHI,20112012,R,81.0,1785.55,22.04,36.13,4.0,10.0,10.0,24.0,113.0,182.0,261.0
Brendan Bell,BRENDAN.BELL,8469516,1983-03-31,28.0,D,D,L,NYR,20112012,R,1.0,11.43,11.43,19.06,0.0,0.0,0.0,0.0,2.0,4.0,4.0
Brendan Mikkelson,BRENDAN.MIKKELSON,8471705,1987-06-22,24.0,D,D,L,T.B,20112012,R,41.0,590.42,14.4,23.64,1.0,2.0,0.0,3.0,45.0,63.0,95.0
Brendan Morrison,BRENDAN.MORRISON,8459461,1975-08-15,36.0,C,F,L,CGY,20112012,R,28.0,384.82,13.74,22.65,4.0,5.0,2.0,11.0,33.0,45.0,57.0
Brendan Morrison,BRENDAN.MORRISON,8459461,1975-08-15,36.0,C,F,L,CHI,20112012,R,11.0,135.95,12.36,20.1,0.0,0.0,0.0,0.0,10.0,11.0,14.0
Brendan Smith,BRENDAN.SMITH,8474090,1989-02-08,22.0,D,D,L,DET,20112012,R,14.0,218.83,15.63,25.86,1.0,4.0,2.0,7.0,13.0,21.0,31.0
Brenden Dillon,BRENDEN.DILLON,8475455,1990-11-13,20.0,D,D,L,DAL,20112012,R,1.0,19.98,19.98,33.31,0.0,0.0,0.0,0.0,6.0,6.0,6.0
Brenden Morrow,BRENDEN.MORROW,8466160,1979-01-16,32.0,L,F,L,DAL,20112012,R,57.0,971.2,17.04,28.16,11.0,7.0,8.0,26.0,88.0,126.0,158.0
Brent Burns,BRENT.BURNS,8470613,1985-03-09,26.0,D,D,R,S.J,20112012,R,81.0,1825.65,22.54,36.82,11.0,14.0,12.0,37.0,201.0,302.0,464.0
Brent Seabrook,BRENT.SEABROOK,8470607,1985-04-20,26.0,D,D,R,CHI,20112012,R,78.0,1928.52,24.72,40.38,9.0,8.0,17.0,34.0,156.0,216.0,304.0
Brett Bulmer,BRETT.BULMER,8475757,1992-04-26,19.0,R,F,R,MIN,20112012,R,9.0,99.28,11.03,17.61,0.0,0.0,3.0,3.0,7.0,10.0,13.0
Brett Carson,BRETT.CARSON,8471321,1985-11-29,25.0,D,D,R,CGY,20112012,R,2.0,22.72,11.36,18.85,0.0,0.0,0.0,0.0,1.0,1.0,3.0
Brett Clark,BRETT.CLARK,8465122,1976-12-23,34.0,D,D,L,T.B,20112012,R,82.0,1506.8,18.38,30.19,2.0,7.0,6.0,15.0,61.0,98.0,168.0
Brett Connolly,BRETT.CONNOLLY,8475792,1992-05-02,19.0,R,F,R,T.B,20112012,R,68.0,780.05,11.47,18.83,4.0,4.0,7.0,15.0,94.0,129.0,156.0
Brett Festerling,BRETT.FESTERLING,8471978,1986-03-03,25.0,D,D,L,WPG,20112012,R,5.0,65.58,13.12,21.43,0.0,0.0,0.0,0.0,2.0,3.0,4.0
Brett Lebda,BRETT.LEBDA,8471187,1982-01-15,29.0,D,D,L,CBJ,20112012,R,30.0,494.3,16.48,27.32,1.0,1.0,2.0,4.0,36.0,51.0,70.0
Brett MacLean,BRETT.MACLEAN,8474050,1988-12-24,22.0,L,F,R,WPG,20112012,R,5.0,42.42,8.48,13.91,0.0,0.0,2.0,2.0,6.0,8.0,9.0
Brett Sterling,BRETT.STERLING,8470737,1984-04-24,27.0,L,F,L,STL,20112012,R,4.0,30.25,7.56,12.39,0.0,0.0,0.0,0.0,5.0,7.0,8.0
Brett Sutter,BRETT.SUTTER,8471840,1987-06-02,24.0,L,F,L,CAR,20112012,R,15.0,113.6,7.57,12.36,0.0,2.0,1.0,3.0,11.0,18.0,22.0
Brian Boyle,BRIAN.BOYLE,8470619,1984-12-18,26.0,C,F,L,NYR,20112012,R,82.0,1249.52,15.24,25.0,11.0,9.0,6.0,26.0,165.0,232.0,301.0
Brian Campbell,BRIAN.CAMPBELL,8466285,1979-05-23,32.0,D,D,L,FLA,20112012,R,82.0,2205.52,26.9,43.88,4.0,23.0,26.0,53.0,131.0,187.0,274.0
Brian Gionta,BRIAN.GIONTA,8467407,1979-01-18,32.0,R,F,R,MTL,20112012,R,31.0,602.48,19.43,31.75,8.0,6.0,1.0,15.0,75.0,121.0,154.0
Brian Lee,BRIAN.LEE,8471683,1987-03-26,24.0,D,D,R,OTT,20112012,R,35.0,512.58,14.65,24.09,1.0,3.0,4.0,8.0,15.0,32.0,49.0
Brian Lee,BRIAN.LEE,8471683,1987-03-26,24.0,D,D,R,T.B,20112012,R,20.0,341.82,17.09,28.02,0.0,3.0,5.0,8.0,17.0,31.0,38.0
Brian McGrattan,BRIAN.MCGRATTAN,8467977,1981-09-02,30.0,R,F,R,NSH,20112012,R,30.0,159.6,5.32,8.74,0.0,1.0,1.0,2.0,10.0,17.0,21.0
Brian Rolston,BRIAN.ROLSTON,8458525,1973-02-21,38.0,R,F,L,BOS,20112012,R,21.0,305.5,14.55,24.0,3.0,5.0,7.0,15.0,39.0,51.0,73.0
Brian Rolston,BRIAN.ROLSTON,8458525,1973-02-21,38.0,R,F,L,NYI,20112012,R,49.0,694.13,14.17,23.35,4.0,2.0,3.0,9.0,112.0,152.0,203.0
Brian Strait,BRIAN.STRAIT,8473565,1988-01-04,23.0,D,D,L,PIT,20112012,R,9.0,115.98,12.89,21.28,0.0,0.0,1.0,1.0,4.0,12.0,12.0
Brooks Laich,BROOKS.LAICH,8469639,1983-06-23,28.0,C/L,F,L,WSH,20112012,R,82.0,1516.52,18.49,30.42,16.0,20.0,5.0,41.0,191.0,246.0,298.0
Brooks Orpik,BROOKS.ORPIK,8468498,1980-09-26,30.0,D,D,L,PIT,20112012,R,73.0,1646.33,22.55,37.06,2.0,7.0,9.0,18.0,44.0,75.0,120.0
Bruno Gervais,BRUNO.GERVAIS,8470774,1984-10-03,26.0,D,D,R,T.B,20112012,R,50.0,713.37,14.27,23.41,6.0,4.0,3.0,13.0,57.0,81.0,117.0
Bryan Allen,BRYAN.ALLEN,8467332,1980-08-21,31.0,D,D,L,CAR,20112012,R,82.0,1571.15,19.16,31.49,1.0,6.0,7.0,14.0,87.0,135.0,210.0
Bryan Bickell,BRYAN.BICKELL,8471254,1986-03-09,25.0,L,F,L,CHI,20112012,R,71.0,861.73,12.14,19.87,9.0,8.0,7.0,24.0,84.0,118.0,162.0
Bryan Little,BRYAN.LITTLE,8473412,1987-11-12,23.0,R,F,R,WPG,20112012,R,74.0,1496.1,20.22,33.25,24.0,14.0,8.0,46.0,162.0,225.0,291.0
Bryan Rodney,BRYAN.RODNEY,8470988,1984-04-22,27.0,D,D,R,EDM,20112012,R,1.0,13.28,13.28,22.14,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bryce Salvador,BRYCE.SALVADOR,8460626,1976-02-11,35.0,D,D,L,N.J,20112012,R,82.0,1657.33,20.21,33.06,0.0,5.0,4.0,9.0,52.0,67.0,115.0
Byron Bitz,BYRON.BITZ,8470700,1984-07-21,27.0,R,F,R,VAN,20112012,R,10.0,104.98,10.5,16.93,1.0,2.0,1.0,4.0,6.0,8.0,10.0
Cade Fairchild,CADE.FAIRCHILD,8474029,1989-01-15,22.0,D,D,L,STL,20112012,R,5.0,48.27,9.65,16.05,0.0,0.0,1.0,1.0,1.0,4.0,5.0
Cal Clutterbuck,CAL.CLUTTERBUCK,8473504,1987-11-18,23.0,R,F,R,MIN,20112012,R,74.0,1210.38,16.36,26.63,15.0,6.0,6.0,27.0,161.0,226.0,284.0
Cal O'Reilly,CAL.O'REILLY,8471811,1986-09-30,24.0,C,F,L,ARI,20112012,R,22.0,277.52,12.61,20.89,2.0,2.0,1.0,5.0,13.0,18.0,23.0
Cal O'Reilly,CAL.O'REILLY,8471811,1986-09-30,24.0,C,F,L,NSH,20112012,R,5.0,70.48,14.1,23.11,0.0,1.0,0.0,1.0,1.0,1.0,3.0
Cal O'Reilly,CAL.O'REILLY,8471811,1986-09-30,24.0,C,F,L,PIT,20112012,R,6.0,73.12,12.19,20.03,0.0,1.0,0.0,1.0,3.0,5.0,7.0
Calvin De Haan,CALVIN.DE HAAN,8475177,1991-05-09,20.0,D,D,L,NYI,20112012,R,1.0,13.02,13.02,21.69,0.0,0.0,0.0,0.0,2.0,3.0,3.0
Cam Atkinson,CAM.ATKINSON,8474715,1989-06-05,22.0,R,F,R,CBJ,20112012,R,27.0,415.47,15.39,25.49,7.0,6.0,1.0,14.0,66.0,86.0,108.0
Cam Barker,CAM.BARKER,8471216,1986-04-04,25.0,D,D,L,EDM,20112012,R,25.0,459.02,18.36,30.14,2.0,0.0,0.0,2.0,35.0,48.0,80.0
Cam Fowler,CAM.FOWLER,8475764,1991-12-05,19.0,D,D,L,ANA,20112012,R,82.0,1907.37,23.26,38.25,5.0,11.0,13.0,29.0,123.0,170.0,267.0
Cam Janssen,CAM.JANSSEN,8470123,1984-04-15,27.0,R,F,R,N.J,20112012,R,48.0,224.73,4.68,7.68,0.0,1.0,0.0,1.0,17.0,22.0,24.0
Carl Gunnarsson,CARL.GUNNARSSON,8474125,1986-11-09,24.0,D,D,L,TOR,20112012,R,76.0,1649.43,21.7,35.69,4.0,4.0,11.0,19.0,89.0,124.0,199.0
Carl Hagelin,CARL.HAGELIN,8474176,1988-08-23,23.0,L,F,L,NYR,20112012,R,64.0,962.97,15.05,24.73,14.0,13.0,11.0,38.0,131.0,171.0,216.0
Carl Klingberg,CARL.KLINGBERG,8475159,1991-01-28,20.0,L,F,R,WPG,20112012,R,6.0,32.98,5.5,9.16,0.0,0.0,0.0,0.0,7.0,9.0,10.0
Carl Sneep,CARL.SNEEP,8473539,1987-11-05,23.0,D,D,R,PIT,20112012,R,1.0,16.32,16.32,27.19,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Carlo Colaiacovo,CARLO.COLAIACOVO,8469470,1983-01-27,28.0,D,D,L,STL,20112012,R,64.0,1215.72,19.0,31.11,2.0,8.0,9.0,19.0,68.0,109.0,180.0
Carson McMillan,CARSON.MCMILLAN,8474077,1988-09-10,23.0,R,F,R,MIN,20112012,R,11.0,121.67,11.06,18.3,1.0,1.0,1.0,3.0,8.0,14.0,19.0
Carter Ashton,CARTER.ASHTON,8475154,1991-04-01,20.0,R,F,L,TOR,20112012,R,15.0,156.25,10.42,16.94,0.0,0.0,0.0,0.0,22.0,25.0,32.0
Carter Camper,CARTER.CAMPER,8476211,1988-07-06,23.0,C,F,R,BOS,20112012,R,3.0,20.1,6.7,10.86,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Casey Cizikas,CASEY.CIZIKAS,8475231,1991-02-27,20.0,C,F,L,NYI,20112012,R,15.0,159.02,10.6,17.25,0.0,3.0,1.0,4.0,12.0,15.0,24.0
Casey Wellman,CASEY.WELLMAN,8475602,1987-10-18,23.0,C,F,R,MIN,20112012,R,14.0,178.3,12.74,20.98,2.0,2.0,3.0,7.0,25.0,37.0,47.0
Chad Larose,CHAD.LAROSE,8469812,1982-03-27,29.0,R,F,R,CAR,20112012,R,67.0,1123.25,16.76,27.57,19.0,8.0,5.0,32.0,199.0,263.0,332.0
Chad Rau,CHAD.RAU,8471885,1987-01-18,24.0,C,F,R,MIN,20112012,R,9.0,98.0,10.89,17.98,2.0,0.0,0.0,2.0,7.0,10.0,12.0
Chay Genoway,CHAY.GENOWAY,8476224,1986-12-20,24.0,D,D,L,MIN,20112012,R,1.0,18.27,18.27,30.44,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Chris Butler,CHRIS.BUTLER,8471761,1986-10-27,24.0,D,D,L,CGY,20112012,R,68.0,1469.33,21.61,35.49,2.0,2.0,11.0,15.0,62.0,98.0,149.0
Chris Campoli,CHRIS.CAMPOLI,8470329,1984-07-09,27.0,D,D,L,MTL,20112012,R,43.0,739.63,17.2,28.01,2.0,2.0,7.0,11.0,43.0,62.0,86.0
Chris Conner,CHRIS.CONNER,8472368,1983-12-23,27.0,R,F,L,DET,20112012,R,8.0,84.5,10.56,17.6,1.0,2.0,0.0,3.0,10.0,14.0,17.0
Chris Higgins,CHRIS.HIGGINS,8470274,1983-06-02,28.0,L,F,L,VAN,20112012,R,71.0,1158.4,16.32,26.76,18.0,13.0,13.0,44.0,165.0,219.0,251.0
Chris Kelly,CHRIS.KELLY,8467967,1980-11-11,30.0,C,F,L,BOS,20112012,R,82.0,1208.3,14.74,24.22,20.0,11.0,8.0,39.0,122.0,163.0,200.0
Chris Kunitz,CHRIS.KUNITZ,8470543,1979-09-26,31.0,L,F,L,PIT,20112012,R,82.0,1501.75,18.31,30.06,26.0,18.0,17.0,61.0,230.0,328.0,398.0
Chris Mueller,CHRIS.MUELLER,8474535,1986-03-06,25.0,C,F,R,NSH,20112012,R,4.0,36.58,9.15,15.24,0.0,0.0,0.0,0.0,4.0,6.0,6.0
Chris Neil,CHRIS.NEIL,8467493,1979-06-18,32.0,R,F,R,OTT,20112012,R,72.0,921.05,12.79,20.97,13.0,9.0,6.0,28.0,127.0,157.0,192.0
Chris Phillips,CHRIS.PHILLIPS,8464956,1978-03-09,33.0,D,D,L,OTT,20112012,R,80.0,1528.68,19.11,31.36,5.0,6.0,8.0,19.0,85.0,122.0,190.0
Chris Porter,CHRIS.PORTER,8470871,1984-05-29,27.0,L,F,L,STL,20112012,R,47.0,488.47,10.39,17.07,4.0,1.0,2.0,7.0,61.0,78.0,96.0
Chris Pronger,CHRIS.PRONGER,8459424,1974-10-10,36.0,D,D,L,PHI,20112012,R,13.0,292.18,22.48,37.26,1.0,3.0,8.0,12.0,23.0,27.0,46.0
Chris Stewart,CHRIS.STEWART,8473485,1987-10-30,23.0,R,F,R,STL,20112012,R,79.0,1219.63,15.44,25.32,15.0,11.0,4.0,30.0,166.0,222.0,269.0
Chris Summers,CHRIS.SUMMERS,8473589,1988-02-05,23.0,D,D,L,ARI,20112012,R,21.0,261.48,12.45,20.25,0.0,1.0,2.0,3.0,10.0,16.0,33.0
Chris Tanev,CHRIS.TANEV,8475690,1989-12-20,21.0,D,D,R,VAN,20112012,R,25.0,418.1,16.72,27.29,0.0,1.0,1.0,2.0,15.0,21.0,40.0
Chris Thorburn,CHRIS.THORBURN,8469501,1983-06-03,28.0,R,F,R,WPG,20112012,R,72.0,732.6,10.18,16.72,4.0,6.0,1.0,11.0,69.0,96.0,120.0
Chris Vandevelde,CHRIS.VANDEVELDE,8471762,1987-03-15,24.0,C,F,L,EDM,20112012,R,5.0,49.3,9.86,16.37,1.0,0.0,0.0,1.0,1.0,1.0,2.0
Christian Ehrhoff,CHRISTIAN.EHRHOFF,8469555,1982-07-06,29.0,D,D,L,BUF,20112012,R,66.0,1521.82,23.06,37.7,5.0,12.0,15.0,32.0,136.0,207.0,303.0
Chuck Kobasew,CHUCK.KOBASEW,8469467,1982-04-17,29.0,R,F,R,COL,20112012,R,58.0,687.22,11.85,19.46,7.0,6.0,1.0,14.0,65.0,84.0,113.0
Clarke MacArthur,CLARKE.MACARTHUR,8470667,1985-04-06,26.0,L,F,L,TOR,20112012,R,73.0,1156.62,15.84,26.09,20.0,12.0,11.0,43.0,148.0,195.0,280.0
Claude Giroux,CLAUDE.GIROUX,8473512,1988-01-12,23.0,R,F,R,PHI,20112012,R,77.0,1657.82,21.53,35.3,28.0,37.0,28.0,93.0,242.0,338.0,456.0
Clay Wilson,CLAY.WILSON,8472262,1983-04-05,28.0,D,D,L,CGY,20112012,R,5.0,66.25,13.25,22.08,0.0,0.0,0.0,0.0,7.0,8.0,15.0
Clayton Stoner,CLAYTON.STONER,8470886,1985-02-19,26.0,D,D,L,MIN,20112012,R,51.0,897.32,17.59,28.63,1.0,1.0,3.0,5.0,47.0,72.0,103.0
Cody Almond,CODY.ALMOND,8474042,1989-07-24,22.0,C,F,L,MIN,20112012,R,10.0,102.13,10.21,16.47,1.0,0.0,0.0,1.0,7.0,9.0,13.0
Cody Bass,CODY.BASS,8471760,1987-01-07,24.0,C,F,R,CBJ,20112012,R,14.0,127.22,9.09,14.97,0.0,1.0,0.0,1.0,13.0,13.0,15.0
Cody Eakin,CODY.EAKIN,8475236,1991-05-24,20.0,C,F,L,WSH,20112012,R,30.0,278.3,9.28,15.3,4.0,1.0,3.0,8.0,31.0,38.0,51.0
Cody Franson,CODY.FRANSON,8471742,1987-08-08,24.0,D,D,R,TOR,20112012,R,57.0,922.85,16.19,26.63,5.0,5.0,11.0,21.0,65.0,95.0,173.0
Cody Goloubef,CODY.GOLOUBEF,8474597,1989-11-30,21.0,D,D,R,CBJ,20112012,R,1.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Hodgson,CODY.HODGSON,8474570,1990-02-18,21.0,C,F,R,BUF,20112012,R,20.0,345.33,17.27,28.16,3.0,4.0,1.0,8.0,51.0,64.0,81.0
Cody Hodgson,CODY.HODGSON,8474570,1990-02-18,21.0,C,F,R,VAN,20112012,R,63.0,801.93,12.73,20.76,16.0,11.0,6.0,33.0,103.0,139.0,178.0
Cody McCormick,CODY.MCCORMICK,8469591,1983-04-18,28.0,C,F,R,BUF,20112012,R,50.0,391.53,7.83,12.79,1.0,2.0,1.0,4.0,43.0,65.0,88.0
Cody McLeod,CODY.MCLEOD,8471657,1984-06-26,27.0,L,F,L,COL,20112012,R,75.0,539.55,7.19,11.78,6.0,1.0,4.0,11.0,62.0,87.0,105.0
Colby Armstrong,COLBY.ARMSTRONG,8469474,1982-11-23,28.0,R,F,R,TOR,20112012,R,29.0,270.3,9.32,15.38,1.0,0.0,2.0,3.0,14.0,19.0,26.0
Colby Robak,COLBY.ROBAK,8474606,1990-04-24,21.0,D,D,L,FLA,20112012,R,3.0,37.7,12.57,20.94,0.0,0.0,0.0,0.0,1.0,1.0,4.0
Colin Fraser,COLIN.FRASER,8470662,1985-01-28,26.0,C,F,L,L.A,20112012,R,67.0,652.25,9.74,15.91,2.0,1.0,5.0,8.0,54.0,74.0,99.0
Colin Greening,COLIN.GREENING,8471862,1986-03-09,25.0,C,F,L,OTT,20112012,R,82.0,1278.48,15.59,25.59,17.0,12.0,8.0,37.0,184.0,240.0,291.0
Colin McDonald,COLIN.MCDONALD,8470644,1984-09-30,26.0,R,F,R,PIT,20112012,R,5.0,42.35,8.47,13.66,0.0,0.0,0.0,0.0,6.0,10.0,11.0
Colin Stuart,COLIN.STUART,8469582,1982-07-08,29.0,L,F,L,BUF,20112012,R,2.0,12.38,6.19,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin White,COLIN.WHITE,8465005,1977-12-12,33.0,D,D,L,S.J,20112012,R,54.0,807.17,14.95,24.52,1.0,1.0,2.0,4.0,33.0,45.0,71.0
Colin Wilson,COLIN.WILSON,8474569,1989-10-20,21.0,C,F,L,NSH,20112012,R,68.0,1096.85,16.13,26.54,15.0,11.0,9.0,35.0,114.0,152.0,190.0
Colten Teubert,COLTEN.TEUBERT,8474575,1990-03-08,21.0,D,D,R,EDM,20112012,R,24.0,303.4,12.64,20.99,0.0,1.0,0.0,1.0,13.0,18.0,33.0
Colton Gillies,COLTON.GILLIES,8474121,1989-02-12,22.0,C,F,L,CBJ,20112012,R,38.0,417.52,10.99,18.2,2.0,2.0,2.0,6.0,24.0,40.0,52.0
Colton Gillies,COLTON.GILLIES,8474121,1989-02-12,22.0,C,F,L,MIN,20112012,R,37.0,339.05,9.16,14.9,0.0,1.0,1.0,2.0,24.0,31.0,43.0
Colton Orr,COLTON.ORR,8468778,1982-03-03,29.0,R,F,R,TOR,20112012,R,5.0,22.4,4.48,7.34,1.0,0.0,0.0,1.0,3.0,3.0,3.0
Corey Perry,COREY.PERRY,8470621,1985-05-16,26.0,R,F,R,ANA,20112012,R,80.0,1710.35,21.38,35.16,37.0,19.0,4.0,60.0,278.0,382.0,467.0
Corey Potter,COREY.POTTER,8470714,1984-01-05,27.0,D,D,R,EDM,20112012,R,62.0,1236.75,19.95,32.81,4.0,9.0,8.0,21.0,98.0,142.0,216.0
Corey Tropp,COREY.TROPP,8474130,1989-07-25,22.0,R,F,R,BUF,20112012,R,34.0,342.95,10.09,16.42,3.0,2.0,3.0,8.0,32.0,41.0,50.0
Cory Emmerton,CORY.EMMERTON,8473558,1988-06-01,23.0,C,F,L,DET,20112012,R,71.0,575.2,8.1,13.28,6.0,2.0,2.0,10.0,63.0,84.0,103.0
Cory Sarich,CORY.SARICH,8464981,1978-08-16,33.0,D,D,R,CGY,20112012,R,62.0,998.73,16.11,26.26,1.0,2.0,4.0,7.0,36.0,60.0,107.0
Craig Adams,CRAIG.ADAMS,8465166,1977-04-26,34.0,R,F,R,PIT,20112012,R,82.0,925.35,11.28,18.52,5.0,8.0,5.0,18.0,76.0,103.0,130.0
Craig Smith,CRAIG.SMITH,8475225,1989-09-05,22.0,C,F,R,NSH,20112012,R,72.0,1021.5,14.19,23.31,14.0,13.0,9.0,36.0,172.0,246.0,308.0
Curtis Glencross,CURTIS.GLENCROSS,8471185,1982-12-28,28.0,L,F,L,CGY,20112012,R,67.0,1207.13,18.02,29.53,26.0,11.0,11.0,48.0,110.0,138.0,177.0
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,1978-06-16,33.0,C,F,L,N.J,20112012,R,82.0,1532.45,18.69,30.57,17.0,17.0,10.0,44.0,109.0,147.0,171.0
Dale Weise,DALE.WEISE,8474668,1988-08-05,23.0,R,F,R,VAN,20112012,R,68.0,554.83,8.16,13.34,4.0,3.0,1.0,8.0,48.0,63.0,82.0
Dalton Prout,DALTON.PROUT,8474774,1990-03-13,21.0,D,D,R,CBJ,20112012,R,5.0,58.97,11.79,19.66,0.0,0.0,0.0,0.0,2.0,3.0,4.0
Dan Boyle,DAN.BOYLE,8467096,1976-07-12,35.0,D,D,R,S.J,20112012,R,81.0,2072.23,25.58,41.8,9.0,13.0,26.0,48.0,252.0,350.0,520.0
Dan Carcillo,DAN.CARCILLO,8470666,1985-01-28,26.0,L,F,L,CHI,20112012,R,28.0,319.2,11.4,18.5,2.0,5.0,4.0,11.0,27.0,42.0,55.0
Dan Girardi,DAN.GIRARDI,8471958,1984-04-29,27.0,D,D,R,NYR,20112012,R,82.0,2152.27,26.25,43.06,5.0,10.0,14.0,29.0,122.0,170.0,245.0
Dan Hamhuis,DAN.HAMHUIS,8469465,1982-12-13,28.0,D,D,L,VAN,20112012,R,82.0,1921.18,23.43,38.26,4.0,16.0,16.0,36.0,140.0,209.0,333.0
Dana Tyrell,DANA.TYRELL,8474095,1989-04-23,22.0,C,F,L,T.B,20112012,R,26.0,273.38,10.51,17.34,0.0,3.0,2.0,5.0,23.0,33.0,41.0
Dane Byers,DANE.BYERS,8471261,1986-02-21,25.0,L,F,L,CBJ,20112012,R,8.0,64.7,8.09,13.34,0.0,0.0,0.0,0.0,8.0,8.0,8.0
Daniel Alfredsson,DANIEL.ALFREDSSON,8460621,1972-12-11,38.0,R,F,R,OTT,20112012,R,75.0,1420.82,18.94,31.12,27.0,21.0,11.0,59.0,191.0,263.0,337.0
Daniel Briere,DANIEL.BRIERE,8464975,1977-10-06,33.0,C,F,R,PHI,20112012,R,70.0,1215.18,17.36,28.48,16.0,22.0,11.0,49.0,174.0,226.0,310.0
Daniel Cleary,DANIEL.CLEARY,8466149,1978-12-18,32.0,R,F,L,DET,20112012,R,75.0,1198.63,15.98,26.23,12.0,11.0,10.0,33.0,199.0,256.0,308.0
Daniel Paille,DANIEL.PAILLE,8470230,1984-04-15,27.0,L,F,L,BOS,20112012,R,69.0,793.22,11.5,18.87,9.0,4.0,2.0,15.0,86.0,113.0,136.0
Daniel Sedin,DANIEL.SEDIN,8467875,1980-09-26,30.0,L,F,L,VAN,20112012,R,72.0,1354.68,18.82,30.71,30.0,22.0,15.0,67.0,229.0,326.0,413.0
Daniel Winnik,DANIEL.WINNIK,8471476,1985-03-06,26.0,C,F,L,COL,20112012,R,63.0,1115.33,17.7,29.01,5.0,6.0,7.0,18.0,155.0,207.0,249.0
